Tool,Description,href,toolset,desc,toolb
Find Similar Locations,Identifies the candidate features that are most similar or dissimilar to one or more input features based on feature attributes.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-find-locations-toolset.htm,Find Locations," This toolset is used to identify areas that meet a number of different criteria you specify. The criteria can be based on attribute queries (for example, parcels that are vacant) and spatial queries (for example, within 1 kilometer of a river). The areas that are found can be selected from existing features (such as existing land parcels), or new features can be created where all the requirements are met.
",GeoAnalytics Desktop toolbox
Calculate Field,Creates a layer with calculated field values.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-manage-data-toolset.htm,Manage Data, The Manage Data toolset contains tools used for the day-to-day management of geographic data.,GeoAnalytics Desktop toolbox
Clip Layer,Extracts input features from within specified polygons.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-manage-data-toolset.htm,Manage Data, The Manage Data toolset contains tools used for the day-to-day management of geographic data.,GeoAnalytics Desktop toolbox
Dissolve Boundaries,Finds polygons that intersect or have the same field values and merges them to form a single polygon.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-manage-data-toolset.htm,Manage Data, The Manage Data toolset contains tools used for the day-to-day management of geographic data.,GeoAnalytics Desktop toolbox
Overlay Layers,"Overlays the geometries from multiple layers into a single layer.  Overlay can be used to combine, erase, modify, or update spatial features.",/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-manage-data-toolset.htm,Manage Data, The Manage Data toolset contains tools used for the day-to-day management of geographic data.,GeoAnalytics Desktop toolbox
Aggregate Points,Aggregates points into polygon features or bins. A polygon is returned with a count of points as well as optional statistics at all locations where points exist.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
Describe Dataset,"Summarizes features into calculated field statistics,  sample features, and extent boundaries.",/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
Join Features,"Joins attributes from one layer to another based on spatial, temporal, or attribute relationships, or a combination of those relationships.",/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
Reconstruct Tracks,Creates line or polygon tracks from time-enabled input data.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
Summarize Attributes,Calculates summary statistics for fields in a feature class.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
Summarize Center And Dispersion,Finds central features and directional distributions and calculates mean and median locations from the input.,/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
Summarize Within,"Overlays a polygon layer with another layer to summarize the number of points, length of the lines, or area of the polygons within each polygon and calculates attribute field statistics about those features within the polygons.",/en/pro-app/2.7/tool-reference/geoanalytics-desktop/an-overview-of-the-summarize-data-toolset.htm,Summarize Data," The Summarize Data toolset contains tools that calculate total counts, lengths, areas, and basic descriptive statistics of features and their attributes within areas or near other features.",GeoAnalytics Desktop toolbox
